faq2_id,q_title,q_writer,q_date,question,a_depart,a_date,answer
45,어린이집 앞 주정차 차량으로 인한 아이들의 안전과 건강 위협 조치,송○○,2023-05-12 09:41:54,"귀하의 노고와 배려에 늘 감사드립니다.
저희 어린이집은 창덕궁 후문 바로 앞에 위치해 있습니다. 그래서 하루종일 많은 대형 관광차량들이 어린이집앞을 가로막고 있습니다. 이러한 차량들로 인해 어린 아기들이 등.하원 및 실외 산책을 갈 때에는 시야확보가 되지 않아 통행하는 차량들을 피하기 어렵고, 그 차량들이 내뿜는 매연이 고스란히 어린이집 내부로 들어와 아이들에게 심각한 영향을 끼치고 있습니다.
큰 차량들이 줄지어 있는 사이를 통과해 아이들이 어린이집으로 들어오거나 산책을 가야 하는 상황이며 그 차량들이 후진 등의 이동을 하게 될 때 키가 작은 아이들은 운전자의 시야에 포함되지 않아 매우 위험한 상황이 발생하곤 합니다.
이곳은 공회전 제한 지역이기도 하지만, 이를 단속할 인력이 턱없이 부족하여 단속이 되지 않고 있으며, 45인승 차량 주.정차 제한이라는 표지판은 있으나 그것을 지키는 차량들도 없습니다.
어린이집 바닥이 어린이집 보호구역이라는 붉은 색으로 처리되어 있지만 이를 지키는 사람들도 없고 도리어 주정차 및 공회전 제한을 기사들에게 이야기 하면 그럼 어디에 주차하냐라는 답변과 함께 언성이 높아지는 일이 다반사 입니다.
따라서 아이들의 안전과 건강을 위해 어린이집 앞에 주정차 단속 CCTV 설치와 단속 인력 확보, 주정차 금지 표지판 설치를 건의합니다. 수차례 민원 제기를 하였으나 해당 부서 모두 하는 수 없다라는 답변만 들었고 그 사이 우리 아이들은 매일 안전과 건강을 위협받고 있으며 이를 두고볼 수 없어 다시한번 민원을 제기합니다. 민원이 받아들여지지 않거나 조치가 미흡할 경우, 종로구청장 면담 요청을 진행할 생각입니다.
부디 적절한 조치를 해 주시기를 간곡히 부탁드립니다.",건설교통국 주차관리과,2023-05-12 17:49:40,"1. 우리 구정발전을 위하여 협조하여 주시는 선생님께 감사드립니다.
2. 선생님께서 요청하신 창덕궁길 19 다솜어린이집 주변 불법주정차 단속용 CCTV의 설치를 요청하신 건에 대하여 다음과 같이 답변 드리겠습니다.
3. 불법주정차 단속용 CCTV 설치를 요청하신 구간에 대하여는 현장 타당성 검토 결과 제기하신 민원 내용을 반영하여 차량 단속용 CCTV를 설치하고자 하며, 불법주정차 문제 발생 시 서울스마트 불편시고 앱 및 단속요청 전화(2-2148-3374~5)를 통하여 신고하여 주시면 즉시 처리하도록 하겠습니다.
4. 선생님 가정에 건강과 행복이 늘 함께 하시길 기원하며, 더 궁굼하신 내용은 전화 (02-2148-3372) 주시면 성심껏 답변 드리겠습니다. 끝."
46,청와대 현수막 불량 개선시급 합니다,김○○,2023-03-29 14:40:15,"청와대 앞 불법 주,정차 집중 단속 현수막 상태가 너무 지저분하고 보기가 안좋습니다
청와대 관람으로 인해 많이 노출되는 도로인데, 개선이 시급합니다 ㅠ",안전환경국 도시경관과,2023-03-31 11:08:26,"1. 우리 구정 발전을 위해 항상 관심을 가져 주심에 깊은 감사의 말씀을 드리며, 선생님께서 제기하신 민원에 대하여 아래와 같이 답변드립니다.
가. 민원요지
- 청와대 인근 현수막 정비 요청
나. 답변내용
- 현장 출장하여 해당 광고물을 정비 완료하였음을 알려드리며, 앞으로도 지속적인 순찰과 단속을 통해 환경정비에 만전을 기하도록 하겠습니다.
2. 다시 한 번 소중한 신고에 감사드리며, 기타 궁금하신 사항은 종로구청 도시경관과(담당: 김은경 ☎ 2148-2752)로 연락주시면 정성껏 안내하여 드리겠습니다.

붙임 현장사진 1부. 끝.

※ 첨부파일 :
IMG_4100.JPG"
47,빈티지샵 성곽길 도로 장기 무단점거,임○○,2023-02-21 15:00:24,"성곽길에 HOLLY WOOD라는 빈티지 가게가 있는데,

해당 점포가 성곽길 도로의 많은 영역을 지속적으로 불법점거 하고 있습니다.

사용하지 않고 장식용으로만 갖다놓은 듯한 버스는 당연하다는 듯이 도로 한 켠을 차지한지 오래고

그것도 모자라 최근에는 온갖 목재들이 그 옆을 가득 차지하고, 트럭까지 동원해 그 양을 늘려가는 상황입니다.

쓰레기와 폐자재도 근처에 마구 나뒹굴고 있구요. 또한 매일 도로에서 목공작업을 하는데 소음과 먼지 등 공해도 심합니다.

그리고 성곽길은 지정주차 구역은 아니지만 인근 거주민들이 암묵적으로 선점한 사람이 주차를 하는 곳이기도 한데

마치 자기 땅이라도 되는 듯이 파라솔과 화분 등 온갖 잡동사니를 펼쳐놓고

다른 차량이 주차할 수 없도록 이기적인 행위를 일삼고 있습니다.

지금 해당 점포는 건물 용평률의 버금가는 면적으로 지속적으로 도로를 점거하고 있으며, 통행과 미관에 악영향을 끼치는 중입니다.

앞서 언급한 버스를 비롯 파라솔, 목재, 목재를 실은 트럭, 화분 등 도로를 점거하고 있는 모든 물품의 철거를 요청드리는 바이며,

가게 밖에서 진행되는 목공작업도 행인과 통행 차량의 안전을 위해 막아주시기 바랍니다.

불이행시 해당 점포의 영업정지와 벌금으로 처벌을 내려주십시오.

성곽길은 하루에도 수많은 외국인 관광객이 다녀가는 서울의 역사적인 장소입니다.

국익을 위해서도 적극적인 조치 부탁드리겠습니다.",건설교통국 건설관리과,2023-02-24 18:02:25,"1. 안녕하십니까? 선생님께서 안전신문고를 통해 신청하신 민원에 대한 처리 결과를
다음과 같이 알려 드립니다.
2. 선생님의 민원내용은 낙산성곽서길 101 앞 도로적치물 정비요청에 관한 것으로 이해됩니다.
3. 먼저 해당 적치물로 인해 불편을 드린 점에 대해 죄송한 말씀을 드리며 선생님의
민원사항에 대해 처리한 내용은 다음과 같습니다.
가. 현장을 방문하여 계고장을 부착하고 부재중인 영업주와 통화하여 주말동안 적치된
집기류 등을 정비할 것을 지도 조치하였으며, 앞으로도 지속적으로 순찰, 확인
하여 단속, 정비할 것임을 알려드립니다.
나. 선생님의 소중한 의견 감사드리며, 더 나은 종로 보행환경을 만들기 위해 최선을
다 하겠습니다.
4. 답변에 대한 추가 설명이 필요한 경우 건설관리과 임건우 주무관(☎02-2148-3146)
에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.

※ 첨부파일 :
KakaoTalk_20230223_101033600_04.jpg
KakaoTalk_20230223_101033600_02.jpg"
48,대학로 길거리 커피숍 이동표지판 철거요망,임○○,2022-12-26 10:48:45,서울시 종로구 대학로12길 70 커피숍앞에 이동표지판으로 유동인구와 차가 많은거리인데 사람보행시 차량이동시 많은 불편함을 겪고있습니다 앞에 주차장도있고 영업에도 많은 불편함들을 겪고있으니 꼭 처리 부탁드립니다,건설교통국 건설관리과,2022-12-30 15:18:31,"1. 안녕하십니까? 선생님께서 안전신문고를 통해 신청하신 민원에 대한 처리 결과를 다음과 같이 알려 드립니다.
2. 선생님의 민원내용은 대학로 12길 69 앞 도로적치물 정비요청에 관한 것으로 이해됩니다.
3. 먼저 해당 적치물로 인해 불편을 드린 점에 대해 죄송한 말씀을 드리며 선생님의
민원사항에 대해 처리한 내용은 다음과 같습니다.
가. 현장을 방문하여 영업주에게 정비할 것을 강력하게 지도 조치하였으며,
앞으로도 지속적으로 순찰, 확인하여 단속, 정비할 것임을 알려드립니다.
나. 선생님의 소중한 의견 감사드리며, 더 나은 종로 보행환경을 만들기 위해 최선을 다 하겠습니다.
4. 답변에 대한 추가 설명이 필요한 경우 건설관리과 임건우 주무관(☎02-2148-3146) 에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.

※ 첨부파일 :
KakaoTalk_20221227_151634031_02.jpg
KakaoTalk_20221227_151634031_01.jpg"
49,집 앞 도로 침하,박○○,2022-10-10 21:22:40,"집 앞 도로의 내부가 폭우로 침수되어 싱크홀처럼 안이 텅 비어 있습니다.
도로 상판이 깨지면서 최근, 내부를 확인할 수 있었습니다.
해당 도로는 상명초~대학교 학생과 일반인이 다니는 주 도로이며, 자동차가 주차하기 위하여 지나다니는 길입니다.",건설교통국 도로과,2022-10-24 17:50:59,"1. 안녕하십니까? 종로구청 도로과입니다.
2. 평소 구정 발전을 위하여 관심과 노력을 기울여 주시는 선생님께 감사드리며, 선생님께서 건의하신 홍지동 59 부근 도로파손 정비 요청 건은 현장 확인 후 보수하였음을 알려드립니다.
3. 다시 한번 구정 발전을 위하여 많은 관심과 의견 주셔서 감사드리며, 더 궁금하신 사항은 종로구청 도로과(담당 박수정, ☎2148-3174)로 연락 주시면 성심껏 답변 드리겠습니다. 감사합니다. 끝."
50,이륜차 주차장 공지,이○○,2022-09-01 16:11:49,"종로구 종로57길
위의 위치에 이륜차 주차구역이 있습니다.
하지만 아무리 검색해도 다른지역 주차구역을 알수없네요
이륜차전용 주차장이나 주차구역을 알수있는 정보를 요청합니다.
이륜차 불법주차 단절을 위해서도 이러한 공간 증설과 쉬운 정보검색이 가능했으면 좋겠습니다.",건설교통국 주차관리과,2022-09-13 11:11:45,"1. 안녕하십니까? 구정업무에 관심을 가져 주신 귀하께 감사의 말씀드리며 민원 접수 건에 대하여 다음과 같이 답변드립니다.

2. 이륜차 주차구역에 대한 위치 안내는 서울시주차정보안내시스템(http:parking.seoul.go.kr) 사이트를 참고하시면 확인하실 수 있습니다.

3. 소중한 신고에 감사드리며, 더 궁금하신 사항은 주차관리과 이혜선 주무관(02-2148-3335)에게 문의하여 주시면 성심껏 안내해 드리겠습니다. 감사합니다. 끝."
51,버스정류소 이전요청_승가사입구(01154),김○○,2022-06-23 12:34:00,"안녕하세요
올해 초 종로구 구기동으로 이사 온 종로구 구민입니다
다름이 아니라
종로구 구기동 승가사입구(01154) 버스 정류소를 이전 또는 폐쇄 요청 드립니다

현재 쌍용플래티넘 종로구기동 거주중인데 숭가사입구(01154) 버스정류소에서 정차후 출발시 소음과 먼지가 너무 발생하여 창문을 열고 생활을 할수가 없습니다
또한 회차를 하다보니 버스 한대가 지나가면 2대가 지나가서 소음과 먼지가 두배가됩니다
승가사입구(01154) 버스정류소 이용 인원이 저조하고, 하비에르국제 학교 아이들이 이용하기엔 거리가 멀어서 불편합니다

2가지로 고민하였으며 검토 부탁드립니다

1번 -- 하비에르 국제학교 정문쪽 두소식당 앞쪽으로 이전요청

2번 -- 7812,7730번 버스가 구기동으로 진입하여 전주풍납학사에서 회차를 하여 승가가사입구(01148)에 정차를 하기에
승가사입구(01154)정류소를 패쇄를 하고 맞은편 승가가사입구(01148)로 통합이용 요청",건설교통국 교통행정과,2022-06-30 11:34:36,"1. 평소 구정 발전에 깊은 관심과 애정을 보여주시는 귀하께 감사드립니다.
2. 귀하께서 요청하신 구기동 승가사입구 정류소(ID: 01-154) 이전 또는 폐지문제에 대해 답변 드리겠습니다.

정류소 이전 및 폐지에 대한 사항은「서울시 가로변 시내버스정류소 설치 및 운영지침」(2017.10.)에 따라 추진되어야 하고, 서울시 승인을 받아야하므로 2가지 사항에 대한 검토를 지침에 따라 말씀드리겠습니다.

가. 하비에르 국제학교 정문쪽 두소식당 앞쪽으로 이전요청에 대한 검토
→‘이전시 전후 정류소간격이 200M 이내인 경우는 버스운행의 효율성,정시성 및 경제성을 위하여 설치하지않는 것을 원칙으로 한다.’또한‘건물 및 이면도로 진출입구는 설치하지 않는다.’라고 되어 있어 이전은 어려움이 있습니다.
나. 7730,7212번 버스가 구기동 진입하여 전주풍납학사에서 회차를 하여 승가사입구(01148)에 정차하기에 승가사입구(01154)정류소를 폐쇄를 하고 맞은편 승가사입구(01148)로 통합이용 요청에 대한 검토
→ 정류소 폐쇄는 일평균 100명 미만일 경우로 되어 있으나 5월 승가사 정류소 이용 일평균 130여명이며, 전주풍납학사에서 회차시 2~3분 정차 시간이 있어 다음정류소인 승가사입구(01148) 정류소 이용시 대기시간이 생겨 이용승객들의 불편이 예상됩니다.

다만, 운수업체(보광운수, 선진운수)에서는 소음과 먼지 발생을 가급적 줄일 수 있는 저상전기버스가 점차적으로 도입된다고 하고, 우리구 환경과에 소음과 먼지에 대한 단속을 하도록 요청하겠습니다.

3. 귀하의 의견에 깊은 감사를 드리며, 기타 자세한 사항은 종로구 교통행정과 ☎02-2148-3262로 연락하여 주시기 바랍니다. 끝."
52,거주자우선주차구역해제요청,박○○,2022-06-17 11:11:59,"본 건물 주소지 앞 거주자우선주차구역 (18-1-3, 18-1-4) 해제를 요청합니다
유선상으로 신청한 바 있으나 9월까지는 기존 주차차량의 기간이 남아 있어 바로 해제가 안된다는 답변을
받았습니다. 여러 사정을 이해 못하는건 아니지만 전혀 바람이 통하지 못하게 창문앞을 가로막은 차량때문에더운 여름이 다 지나갈때까지 참고 있으라는건 엄청난 모순이라 여겨집니다
또한 연로하신 어머님 이동시 휠체어를 움직여야 되는데 대문 바로앞에 그어진 주차구획으로 인해 큰 어려움을 겪고 있습니다. 시민 불편은 아랑곳 않은채 주차비 징수에만 심혈을 기울이는 행정이 올바른것인지 헤아려 주시고 빠른 시일내에 주차구획선 해제를 요청합니다",건설교통국 주차관리과,2022-06-27 13:33:41,"1. 구정발전에 관심 가져주시는 선생님께 감사드리며, 신청하신 민원사항에 대하여 답변 드리겠습니다.
2. 거주자우선주차장으로 불편을 드려 심심한 위로의 말씀을 올리며 거주자우선주차 제도는 종로구의 주차수요를 조금이나마 해결하고자 운영하고 있는 것으로 2022년 상반기 운영기간은 9월까지 예정되어 있습니다.
3. 현장확인 후 삭선검토를 하였으나 해당 주차구역은 인도를 사이에 두고 도로에 설치되어 사람이 통행하기에 불편함이 없어 지속적으로 유지하는 것이 타당하다고 판단되오며 주차요금과 관련 하여서는 거주자 우선주차장을 운영하기 위해 사용료 (월 5만원)를 부과하는 것이지 수익을 목적으로 하는 것이 아님을 이해하여 주시기 바랍니다.
4. 선생님의 가정에 행복이 가득하길 바라며 추가로 문의사항이 있으실 경우 주차관리과(☎2148-3334)로 연락주시면 성심껏 답변 드리겠습니다. 끝."
53,주차단속 과태료 부과 기준이 공무원 마음대로입니까?,박○○,2022-03-02 01:03:00,"과태료 부과 기준이 어떻게 되는건가요? 그날 단속요원 마음대로 계도 조치할지 과태료 부과할지 정하는건가요?

해당위치는 종로39길 45 오피스텔 앞이며 2022.2.27. 일요일 13시경 입니다.

종로39길 일대는 일방통행길이며 주택가에 있는 이면도로입니다.

해당 구역은 주정차 금지 표지판 및 견인조치 표지판도 없습니다.

주말에는 cctv 주차단속구간조차 주차단속을 완화 해주는 것으로 알고 있습니다.

아래 사항에 대해 명확하게 답해주시길 바랍니다.

1. 종로39길 45는 이면도로인 곳이며 일요일에 계도조치 없이 주차단속 과태료 부과 딱지 끊는 것이 옳은 처사인가요?

2. 해당 건과 관련하여 왜 계도조치 없이 과태료 부과했냐고 주차관리과에 문의해보니 담당공무원이 현장에 나가 판단하고 과태료를 부과할지 계도할지 정한다고 하더군요. 그럼 매일 바뀌는 주차단속 근무자 마음대로 정하는 건가요? 2.27. 일요일 13시 계도조치 없이 과태료 부과한 명확한 근거를 말해주세요.

3. 앞으로 종로39길 일대는 이면도로이지만 신고가 들어오면 계도 조치 없이 과태료 부과할건가요? 답변해주시길 바랍니다.",건설교통국 주차관리과,2022-03-10 17:33:39,"1. 우리 구정발전을 위하여 협조하여 주시는 선생님께 감사드립니다.

2. 도로는 통행 목적으로 사용되는 장소로서 도로교통법 제32조와 제33조에서 주정차를 금지하는 장소를 지정하고 있으며 법 제34조 시행령 제11조(정차 또는 주차의 방법) 제2항에서 정차나 주차할 때에는 다른 교통에 방해가 되지 않도록 규정하고 있습니다.

3. 그리고 단속시에는 시행규칙의 별지 제3호 및 제158호 서식의 과태료부과 대사차표지를 부착합니다. 다만, 각 지방자치단체나 경찰서에서 자발적인 주차질서를 유도하고자 지도장 및 경고장 등을 제작하여 사용하고 우리 구는 원활한 차량 소통과 주차단속의 민원을 알리는 계도문을 사용하고 있습니다.
그러나, 주정차위반에 대해서는 단속 대상입니다.

4. 종로39길45에 대한 주정차 민원은 2월1일부터 27일까지 59건이 접수되었고 43회 계도와 16회 단속을 하였습니다. 하지만, 현장에 대해서 간곡한 사정의 불편을 제기하는 민원이 지속적으로 유지되고 있음을 양지하여 주시기 바랍니다.

5. 선생님 가정에 건강과 행복이 늘 함께 하시길 기원하며, 더 궁금하신 내용은 전화 (02-2148-3373) 주시면 성심껏 답변 드리겠습니다. 끝."
54,부암동 무계원 공영주차장 완공시기가 궁급합니다.,김○○,2022-01-17 09:58:29,"부암동 거주민입니다.

무계원 공영주차장 건립으로 동네 주차난이 해소되길 바라고 있습니다.

당초 21년 12월 준공 예정이라고 들었던 것 같은데,
22년 상반기 거주자 우선 주차 신청시기가 도래한 지금까지
아직 소식이 없어서요.

현재 진행사항과 완공 시기가 궁금합니다.",건설교통국 주차관리과,2022-01-18 14:14:15,"1. 구정에 많은 관심가져주시는 김00님께 깊은 감사의 말씀을 드립니다.
2. 김00님께서 건의하신 ‘부암동 무계원 남측 공영주차장 및 문화시설 건설사업’의 준공기간에 대하여 다음과 같이 답변드립니다.
3. 상기 공사는 당초 2021.12. 준공예정이었으나, 동절기로 인한 습식공사 불가 등의 사유로 인해 현재 2022.03.31.로 준공기한이 연기되었습니다.
4. 미리 공사일정을 안내해드리지 못해 불편을 드린 점 죄송하게 생각하오며 최대한 신속히 공사가 준공될 수 있도록 최선을 다하겠습니다. 감사합니다."
55,주차장 입구 계단 철거 요청의 건,권○○,2021-07-08 14:18:07,"현재 동 주소 스카이빌 남쪽 측면 경사로에 보행 편의를 위해 설치(시공) 된 계단이 스카이빌 주차장 진입을 원천적으로 막고 있어서 최소한 3~4대의 주차가 가능한 지하 1층 주차장을 전혀 사용치 못하는 실정인바 조속한 현장실사 후 주차장 진입 진출을 막고 있는 부분의 계단을 원천 철거해 줄 것을 요청드립니다.

그간 우리 스카이빌 주민들은 주차공간의 부족함을 최대한 감수하면서 지하2층 주차장만을 사용하였으나 최근 들어 주차공간 부족으로 주민간 갈등을 겪는 일까지 빈번히 일어나고 있는 실정이어서 더 이상 계단을 존치로 인한 불편을 감래하기 어려운 지경에 이른 것입니다.

본 민원이 조속한 시일내에 받아들여지기리를 바라며 빠를 회신 부탁드립니다.",건설교통국 도로과,2021-07-16 10:15:11,"1. 안녕하십니까? 종로구청 도로과입니다.
2. 평소 구정 발전을 위하여 관심과 노력을 기울여 주시는 선생님께 감사드리며, 선생님께서 건의하신 주차장 입구 앞 계단 철거를 요청하신 사항에 대하여 답변드리겠습니다.
3. 위의 주차장 입구 도로는 급경사 구간으로 지역 주민들의 보행자 등을 위하여 계단이 조성되어 있는 지역으로서 기존의 계단을 이용하는 주민들이 불편하지 않도록 적정한 계단폭을 검토하고 7월 말까지 정비할 예정임을 알려드리오니 널리 양해하여 주시기 바랍니다.
5. 다시 한번 구정 발전을 위하여 많은 관심과 의견 주셔서 감사드리며, 더 궁금하신 사항은 종로구청 도로과(담당 권용재, ☎2148-3172)로 연락 주시면 성심껏 답변 드리겠습니다. 감사합니다. 끝."
56,[수정제안],김○○,2021-06-25 12:18:52,"성실한 답변 감사합니다.

마을버스 종로13번 노선의 북악팔각정까지의 연장이 기존 노선 길이의 50를 초과하여 불가하다는 점 이해했습니다.
그렇다면 기존 노선 길이 50를 초과하지 않도록,
북악팔각정까지가 아닌 군부대 앞이나, 북악산 탐방로 3번 출입구 주차장까지만으로라도 해주신다면 어떨까요?
물론 탐방로 출입구는 오후 5시면 문을 닫기 때문에, 군부대 앞에서 유턴하여 돌아갈 수 있도록만 해주시면 주민들의
불편이 해소될 것 같습니다.

북악산 탐방로도 창의문 쪽 진입구는 폐쇄되어 군부대 앞 구름다리 끝의 2번 출입구까지 걸어 올라와
많은 등반객들이 방문하므로 마을버스 업체의 수익도 많이 늘어나리라 생각됩니다.

마을버스 운수업체의 적자 해소 및 부암동 고지대 주민들의 불편도 해소할 수 있는 적극적 행정이라 판된됩니다.
수정 제안한 민원에 대하여 다시 한 번 재고 부탁드립니다.",건설교통국 교통행정과,2021-06-30 13:09:00,"선생님께서 수정제안 해주신 ‘종로13번 마을버스의 백석동길로의 노선 연장’에 대하여 답변드립니다.

말씀하신 종로13번 노선의 연장건에 대하여 마을버스 운수업체에 재차 요청하였으나 현재 운행시간이 50분인 노선이 연장되려면 운수종사자 추가 투입과 차량의 증차가 선행되어야 하며 이는 누적된 경영 적자와 현 코로나19 상황에서는 불가하다는 입장입니다.

선생님의 의견을 적극 반영할 수 없음을 안타깝게 생각하며 다시한번 관심과 애정을 보여주셔서 감사드립니다. 기타 자세한 사항은 종로구 교통행정과 ☎2148-3262로 연락하여 주시면 성심껏 답변드리겠습니다. 끝."
57,종로13번 마을버스의 백석동길로의 노선 연장,김○○,2021-06-21 14:39:37,"부암동 백석동길 주민입니다.
이곳은, 아래로는 하림각 맞은편 경사로로 올라가거나, 자하문 터널 위 북악스카이웨이 옆길로 올라가야 하는 동네입니다.
수 년 전 마을버스가 북악스카이웨이길로 올라와서 동네 진입로에 있는 군부대 앞에서 서고, 북악팔각정까지 올라갔다 내려오는 코스가 있었는데, 노선버스와의 분쟁과 군부대 측의 반대, 북악팔각정의 장기 휴업으로 노선이 폐지되었습니다.

저희 동네는
1. 노령 인구가 많은 오래된 동네로서, 경사진 언덕에 위치해 있어 대중교통을 타기 위한 이동이 매우 어려우며,
2. 백석동천을 찾는 시민들과 최근 개방된 북악산성곽길 등반객과, 명소인 산모퉁이 카페를 찾는 손님들로 불법주차가 횡행하여 주민불편이 잦고,
3. 자가용으로 마을을 진입하기 위해 군부대 앞으로 24시간 차량이 수시로 통행하고 있어 군부대가 반대할 명분이 없으며,
3. 남녀노소가 많이 찾는 부암동 명소인 북악팔각정의 접근이 어려운 점이 있습니다.

종로13번 버스 노선이 경복궁역으로의 연장이 아닌, 부암동 고지대 쪽으로 연장 부활된다면,
마을버스의 적자도 해소되고, 노선버스와의 수익에도 마찰이 생기지 않으며,
부암동 고지대 주민의 불편이 해소되며,
방문객들의 상습적인 불법 주차 및 정체에 대한 해결책이 될 것이며,
북악팔각정으로의 접근도 용이해져,
부암동을 방문하는 시민들로부터 많은 사랑을 받게 될 것이고,
걷기 좋은 동네로서 문화 유적이 많은 종로구의 친환경 정책에도 부합되리라 믿습니다.

기존 평창동 주민센터에서 부암동 주민센터까지만 운행되는 노선을
부암동 고지대 진입 군부대 입구 정류장과 북악팔각정까지로 연장하여,
주민들의 오랜 숙원을 해결해주시면 감사하겠습니다.",건설교통국 교통행정과,2021-06-24 18:09:01,"구정발전에 관심과 애정을 보여주셔서 감사드리며 ‘종로13번 마을버스의 백석동길로의 노선 연장’에 대하여 답변드립니다.

말씀하신 북악 팔각정을 운행하던 마을버스 운수업체는 2006년 3월에 운영적자 누적으로 노선을 폐지하였습니다. 이후 우리 구에서는 이 지역의 교통 개선을 위해 마을버스 종로13번 노선의 북악 팔각정까지 연장을 추진한바 있으나 전체 운행거리가 7.5km로 요청하신 연장구간(부암동에서 북악팔각정)의 거리인 6.2km(운행거리의 50퍼센터를 초과)입니다. 이는 「서울특별시 여객자동차운수사업법 시행규칙」 제32조(노선 및 운행계통을 연장하려는 경우에 그 연장거리는 기존 운행계통의 50퍼센트 이하로 해야 한다) 규정에 맞지 않아 추진할 수 없었으며 또한 운수업체에서 수익성이 없는 노선 연장은 불가하다는 입장이어서 안타깝게 생각합니다.

다시한번 관심과 애정을 보여주셔서 감사드리며 기타 자세한 사항은 종로구 교통행정과 ☎2148-3262로 연락하여 주시면 성심껏 답변드리겠습니다. 끝."
58,평창동주민센터 전기차 충전단자에 충전 케이블 설치 요청,최○○,2021-04-29 12:57:34,"수고많으십니다.
지난달부터 전기차를 운행하고 있습니다.
공공시설에서 전기차 충전 시설을 물색하다가 평창동 주민센터 주차장 앞에도 AC완속기 충전단자 1대가 설치되어 있는 것을 확인후,
충전을 시도하려고 했으나, 충전 케이블이 없는 관계로 충전을 하지 못했습니다.

평창동 주민센터의 해당 업무 담당자께도 유선 문의드렸으나, 단말기는 있으나 케이블은 없으니 개인이 케이블을 지참해서 사용해야 한다는 답변이였고, 당분간 케이블 구비를 할 계획도 없다는 답변을 들었는데요...
요즘 종로구 관할내 주민센터에는 기본적으로 충전 케이블이 함께 구비되어 주민이 케이블을 번거롭게 가지고 다녀야할 일이 없습니다.
케이블이 없는 곳은 평창동이 유일무이하며 케이블을 개인보고 구매하여 직접 준비해야 한다는 어이없는 답변에 답답함을 토로하며 이의 신청합니다. 종로구청종로구 소방서부암동 주민센터종로구 보건소교남동 주민센터가회동 주민센터 등등 전기차 충전을 위한 케이블이 구비되어 있는 상황입니다.
평창동 주민센터에 설치된 전기차 충전단자는 주민센터에서만 관용차 충전 목적으로만 사용하시는 것인지 확인 부탁드립니다.
주민들에게 사용을 허가하지 않으며 관용차 충전용도로만 사용하시려고 평창동 주민센터의 고유 자산으로만 설치하셨다면, 저 같은 개인 주민들은 아예 사용하지 않도록, 충전단자에 안내문을 고지해주시거나 혼돈이 안가도록 폐쇄해주시기 바랍니다. 만약 주민들에게도 사용이 허락한 용도라면, 모두 함께 사용이 용이하도록 케이블 설치를 필히 요청드립니다. 앞으로 점진적으로 전기차 들은 증가되는 추세이기에 설치된 전기차 충전 시설을 모두가 함께 사용이 가능하도록 하는 것이 범정부적인 안내 방향이 아닌것인지요? 평창동 주민센터의 명확한 입장 설명 부탁드립니다. 감사합니다.",평창동,2021-05-10 13:58:51,"1.구 행정에 관심을 가져 주신 데 대하여 감사드립니다.
2.먼저 미흡한 시설 확충으로 인한 불편사항에 대하여 사과의 말씀을 드립니다.
3.귀하께서 신청하신 민원(접수번호 :　202104291257346808）에 대한 내용은 “평창동 주민센터 내 설치된 전기차충전기 공용케이블 비치 요청 및 사용 주체”에 관한 것으로 판단되며 이에 대한 동주민센터의 검토 결과를 다음과 같이 알려드립니다.
가.현재 평창동주민센터 주차장 내에 전기차 충전기(모델명: CPW101, 완속충전)이 설치 되어 있습니다. 해당 기기는 “비공용” 기기로서 주민센터에서 보유한 카드를 사용하여 관용차 충전 등 용도로 사용하는 기기입니다.
(다만 주차장 내 설치된 전기차 충전기를 이용할 수 있는 케이블과 카드를 소지하고 계신 분들은 이용하실 수 있게 안내를 해드리고 있었습니다.)
나.“비공용”에서 “공용”으로 기기를 변경하여 설치할 경우
1)충전기가 설치되어 있는 주차구역이 전기차 전용구역으로 변경되어야 하며,
2)완속충전 기기로 다소 긴 충전시간(5~9시간),
3)공용으로 변경된 경우에도 테슬라, 삼성 전기차 등 차종은 이용이 힘든 점들이 있습니다.
다.주민센터 내 주차장 공간이 협소한 점, 일부 차종은 이용이 어려운 점 등으로 충전기의 용도는 “비공용”으로 유지하는 것으로 결정되었음을 안내드립니다.
라. 또한 주민분들이 혼동하지 않도록
1)“관용차 전용 충전기기”라는 안내문을 부착하도록 하며,
2) 주민센터에서 보유한 카드로만 이용이 가능하므로 “주차장 내 설치된 전기차 충전기를 이용할 수 있는 케이블과 카드를 소지하고 계신 분들은 이용할 수 있다”는 안내는 “관용차 충전 용도로만 이용하는 기기”로 수정하겠습니다.
4. 소중한 관심에 감사드리며 종로구민의 편리하고 쾌적한 생활환경이 될 수 있도록 최선을 다하겠습니다.
5.귀하의 질문에 만족스러운 답변이 되었기를 바라며, 기타 궁금한 사항은 평창동 주민센터(☎2148-5126)으로 연락주시면 성심껏 답변드리도록 하겠습니다. 끝."
