parking_id,parking_name,lot_category,lot_type,operation_rule,district,address,latitude,longitude,phone,capacity,pay_type,base_fee,base_time,add_fee,add_time,day_max_fee,monthly_fee,weekday_start,weekday_end,weekend_start,weekend_end,holiday_start,holiday_end,source
3160695,연지(민영),민영,노외,미연계,종로구,종로구 연지동 106-0,37.57408506,126.99915752,010-3710-4279,15,유료,2000,30,3000,60,15000,,0,0,0,0,0,0,seoul_site
3155890,연지주차장(민영),민영,노외,미연계,종로구,종로구 연지동 234-1,37.573023,127.000154,010-5228-3238,11,유료,4000,60,4000,60,0,0,800,2000,800,1800,0,2400,seoul_site
2969433,연합뉴스빌딩,민영,부설,미연계,종로구,종로구 수송동 110-0,37.57442,126.980486,0,197,유료,1000,10,1000,10,50000,,0,2400,0,2400,0,2400,seoul_site
1451515,열린마당(구),공영,노상,미연계,종로구,종로구 세종로 111-0 옆,37.57534034538462,126.9787180576923,,13,유료,500,5,1000,10,0,250000,900,2100,900,1500,0,0,seoul_site
3017530,영락농인교회,민영,부설,미연계,종로구,종로구 행촌동 1-31,37.572714,126.963357,02-736-0735,14,무료,0,0,0,0,0,0,0,2400,0,2400,0,0,seoul_site
2876139,예스24스테이지,민영,부설,미연계,종로구,종로구 동숭동 1-52,37.582779,127.003308,,33,유료,2000,30,500,10,,,800,2300,800,2300,800,2300,seoul_site
2925364,예일빌딩 주차장,민영,부설,미연계,종로구,종로구 충신동 60-0,37.575312,127.004678,,67,유료,5000,60,5000,60,0,150000,800,1800,0,0,0,0,seoul_site
2972187,오라카이 인사동 스위츠,민영,부설,20분,종로구,종로구 낙원동 272-0,37.573043,126.987376,1688-1054,202,유료,2000,15,2000,15,0,253000,0,2400,0,2400,0,2400,seoul_site
3160667,올림픽기념국민생활관,민영,부설,미연계,종로구,종로구 혜화동 1-21,37.590361,126.998859,02-745-6701,90,유료,250,10,250,10,0,0,900,1800,900,1800,900,1800,seoul_site
3245943,와룡주차장(민영),민영,노외,미연계,종로구,종로구 와룡동 40-1,37.5758183,126.9909364,,12,유료,2000,30,1000,10,,,0,0,0,0,0,0,seoul_site
3002380,우리은행ATM 종로5가지점,민영,부설,미연계,종로구,종로구 종로5가 398-3,37.570031,127.001665,0,13,유료,3000,30,2000,20,30000,0,0,2400,0,2400,0,2400,seoul_site
171826,우성(민영),민영,노외,미연계,종로구,종로구 창신동 647-12,37.57416874,127.01046333,,16,유료,2000,30,3000,60,15000,150000,700,2359,700,2359,700,2359,seoul_site
2984051,우성(민영),민영,노외,미연계,종로구,종로구 운니동 28-0,37.576137,126.989886,02-765-3472,21,유료,2000,30,1000,10,15000,0,700,2100,700,2100,900,1800,seoul_site
2969080,우정에쉐르,민영,부설,미연계,종로구,종로구 견지동 110-32,37.57262559,126.98271408,02-736-9068,27,유료,2000,60,2000,60,10000,130000,700,2200,700,2200,700,2200,seoul_site
3061613,우진빌딩 주차장,민영,부설,미연계,종로구,종로구 통의동 35-41,37.577194,126.972775,0,8,무료,0,0,0,0,0,0,800,2000,800,2000,0,0,seoul_site
1451600,원서공원 앞(구),공영,노상,미연계,종로구,종로구 와룡동 206-0,37.57807922235294,126.98933574,,17,유료,500,5,500,5,0,250000,900,1900,900,1900,900,1900,seoul_site
2930892,유니플렉스 주차장,민영,부설,미연계,종로구,종로구 동숭동 25-9,37.582291,127.00457,0,33,유료,2000,30,2000,30,10000,,730,2300,730,2300,730,2300,seoul_site
3035245,유료창신주차장(민영),민영,노외,미연계,종로구,종로구 창신동 197-37,37.572886,127.013211,,10,무료,,,,,,,0,0,0,0,0,0,seoul_site
884411,유리빌딩 주차장,민영,부설,미연계,종로구,종로구 동숭동 1-131,37.57991952,127.00352907,,22,유료,3000,30,1000,15,20000,200000,700,2400,700,2400,700,2400,seoul_site
954565,이노88타워 주차장,민영,부설,20분,종로구,종로구 운니동 98-5,37.5768231,126.98893866,02-1811-8787,114,유료,3600,30,1200,10,0,242000,0,2400,0,2400,0,2400,seoul_site
3245950,이화 공영주차장(구),공영,노외,미연계,종로구,종로구 이화동 13-2,37.576537,127.005578,,100,유료,500,5,500,5,,,0,2400,0,2400,0,2400,seoul_site
3164331,이화(민영),민영,노외,미연계,종로구,종로구 이화동 189-0,37.576625,127.003172,02-774-5190,50,유료,50,5,500,5,20000,198000,800,2230,800,2230,900,2200,seoul_site
2981209,익선(민영),민영,노외,미연계,종로구,종로구 익선동 111-0,37.574143,126.9906,02-2277-1441,8,유료,2000,30,2000,30,,200000,800,2100,800,2100,800,2100,seoul_site
2876140,자유빌딩 주차장,민영,부설,미연계,종로구,종로구 동숭동 1-45,37.58275,127.00364,,25,유료,2000,30,2000,30,12000,150000,800,2300,800,2300,800,2300,seoul_site
3215839,자투리(민영),민영,노외,미연계,종로구,종로구 원서동 40-0,37.5831245,126.9893025,,3,무료,,,,,,,0,0,0,0,0,0,seoul_site
3245948,자투리(민영),민영,노외,미연계,종로구,종로구 삼청동 105-2,37.584837,126.981894,,10,무료,,,,,,,0,0,0,0,0,0,seoul_site
3215854,재원(민영),민영,노외,미연계,종로구,종로구 숭인동 1425-0,37.5728551,127.0222322,,16,무료,,,,,,,0,0,0,0,0,0,seoul_site
3085400,적선현대빌딩 주차장,민영,부설,미연계,종로구,종로구 적선동 80-0,37.575398,126.973286,,168,유료,2000,30,5000,60,0,0,900,1800,900,1300,0,0,seoul_site
897368,정독도서관,공영,부설,미연계,종로구,종로구 화동 2-0,37.58078251,126.98313418,02-2011-5799,45,유료,190,5,190,5,0,0,700,2230,700,2230,700,2230,seoul_site
3157870,제일(민영),민영,노외,미연계,종로구,종로구 명륜2가 150-1,37.584304,126.998263,02-744-7006,27,유료,1500,30,500,10,15000,140000,700,2400,700,2400,700,2400,seoul_site
3215853,제일(민영),민영,노외,미연계,종로구,종로구 숭인동 1424-0,37.5728338,127.0224146,,25,무료,,,,,,,0,0,0,0,0,0,seoul_site
1451607,종각(구),공영,노상,미연계,종로구,종로구 관철동 45-9,37.56955315384615,126.98351657769231,,13,유료,500,5,1000,10,0,250000,1000,2200,900,1800,0,0,seoul_site
3249072,종로 G1서울 주차장,민영,부설,20분,종로구,종로구 인사동 87-0,37.570727,126.986175,02-1522-0741,574,유료,3600,30,3600,30,40000,253000,0,2400,0,2400,0,2400,seoul_site
3245925,종로 에이스(민영),민영,노외,미연계,종로구,종로구 종로5가 321-19,37.570195,127.003555,,29,유료,2000,20,1000,10,,,0,0,0,0,0,0,seoul_site
2992481,종로1번가,민영,부설,미연계,종로구,종로구 관철동 155-0,37.568901,126.985048,,42,유료,2000,30,1000,15,,,0,2400,0,0,0,0,seoul_site
2932157,종로6가주차장(민영),민영,노외,미연계,종로구,종로구 종로6가 215-24,37.573173,127.005926,02-762-4949,20,유료,3000,30,1000,10,15000,230000,700,1800,700,1400,0,0,seoul_site
3033256,종로구구민회관，보건소통합청사,민영,부설,미연계,종로구,종로구 창신동 222-8,37.573596,127.014488,02-3672-2530,52,유료,1000,30,250,5,0,0,600,2200,600,1800,0,0,seoul_site
2962951,종로구청,민영,부설,미연계,종로구,종로구 수송동 146-12,37.573484,126.979193,02-2148-1306,45,유료,1000,10,500,5,,,900,1800,0,0,0,0,seoul_site
2978920,종로세무서,민영,부설,미연계,종로구,종로구 낙원동 58-8,37.573867,126.988934,0,13,무료,0,0,0,0,0,0,900,1800,0,0,0,0,seoul_site
910779,종로타워 주차장,민영,부설,20분,종로구,종로구 종로2가 6-0,37.57045278,126.98383892,070-4282-2048,273,유료,2000,20,1000,10,30000,220000,0,2400,0,2400,0,2400,seoul_site
1145779,종로플레이스 주차장,민영,부설,20분,종로구,종로구 인의동 28-2,37.572882,126.998496,010-7127-9611,202,유료,1000,10,1000,10,30000,200000,0,2359,0,2359,0,2359,seoul_site
171730,종묘주차장 공영주차장(시),공영,노외,20분,종로구,종로구 훈정동 2-0,37.57150398,126.99496888,02-2290-6166,1312,유료,400,5,400,5,,175000,0,2400,0,2400,0,2400,seoul_site
3089457,중앙성결교회,민영,부설,미연계,종로구,종로구 종로6가 11-1,37.573654,127.008315,,92,유료,1500,30,500,10,10000,150000,0,2400,0,2400,0,2400,seoul_site
3215843,중원주차장(민영),민영,노외,미연계,종로구,종로구 혜화동 185-0,37.5839333,127.0021796,,10,무료,,,,,,,0,0,0,0,0,0,seoul_site
1441344,중원주차장(민영),민영,노외,미연계,종로구,종로구 혜화동 185-0,37.58398113,127.00218169,02-765-8248,10,유료,2000,30,1000,15,0,0,0,0,0,0,0,0,seoul_site
1444687,지타워 주차장,민영,부설,20분,종로구,종로구 수송동 156-0,37.57267337,126.98104937,02-1644-8830,95,유료,3000,30,1500,10,50000,,0,2400,0,0,0,0,seoul_site
171824,진선(민영),민영,노외,미연계,종로구,종로구 숭인동 292-1,37.57298828,127.01661539,02-2238-5910,25,유료,2000,30,1000,15,20000,120000,700,1900,700,1800,0,0,seoul_site
3215856,진선(민영),민영,노외,미연계,종로구,종로구 숭인동 292-1,37.5729608,127.0165823,,25,무료,,,,,,,0,0,0,0,0,0,seoul_site
2979998,창경(민영),민영,노외,미연계,종로구,종로구 운니동 10-0,37.576984,126.98946,010-2566-891,20,유료,2000,30,1000,10,18000,130000,0,2400,0,2400,0,2400,seoul_site
2996195,창경궁관리소,민영,부설,미연계,종로구,종로구 와룡동 2-1,37.5806991414411,126.99625552728921,02-2172-0108,33,유료,3000,120,500,10,,,900,1900,900,1900,900,1900,seoul_site
1452748,창경궁로1 관광버스 주차허용 구간(시),공영,노상,미연계,종로구,종로구 와룡동 2-86 (창경궁주차장~홍화문),37.57978415545455,126.99640169909092,02)2133-2357,11,무료,0,0,0,0,0,0,0,0,0,0,0,0,seoul_site
1582612,창경궁로2 관광버스 주차허용 구간(시),공영,노상,미연계,종로구,종로구 와룡동 2-86 (홍화문~선인문),37.579023348,126.99651016600001,02)2133-2357,5,무료,0,0,0,0,0,0,0,0,0,0,0,0,seoul_site
3215846,창삼 공영주차장(구),공영,노외,미연계,종로구,종로구 창신동 23-346,37.5762399,127.0125243,,21,유료,200,5,200,5,,,0,2400,0,2400,0,2400,seoul_site
3245934,창신 주차장(민영),민영,노외,미연계,종로구,종로구 창신동 596-12,37.576966,127.010177,,10,무료,,,,,,,0,0,0,0,0,0,seoul_site
3245932,창신 주차장(민영),민영,노외,미연계,종로구,종로구 창신동 458-10,37.5714545,127.0126864,,14,유료,2000,30,700,10,,,0,0,0,0,0,0,seoul_site
171822,창신(민영),민영,노외,미연계,종로구,종로구 창신동 458-5,37.57141077,127.01271073,02-764-4831,14,유료,2000,30,700,10,17000,220000,600,2000,600,2000,0,0,seoul_site
3246573,창신교회,민영,부설,미연계,종로구,종로구 창신동 138-32,37.5737,127.0121,,8,무료,,,,,,,0,2400,0,0,0,0,seoul_site
3032598,창신교회,민영,부설,미연계,종로구,종로구 창신동 138-32,37.573703,127.012148,,8,무료,,,,,,,0,2400,0,0,0,0,seoul_site
1452264,창의문로 관광버스 주차허용 구간(시),공영,노상,미연계,종로구,종로구 청운동 15-57 (벽산빌리지 9동 앞 ~ 청운중학교 100m 앞),37.59058246393939,126.97006202515152,02-2133-2357,33,무료,0,0,0,0,0,0,0,0,0,0,0,0,seoul_site
3215850,창일 공영주차장(구),공영,노외,미연계,종로구,종로구 창신동 82-0,37.5748849,127.0150388,,85,유료,300,5,300,5,0,0,0,2400,0,2400,0,2400,seoul_site
3245931,창일 주차장(민영),민영,노외,미연계,종로구,종로구 창신동 401-46,37.5705098,127.0162976,,13,유료,2000,30,1000,10,,,0,0,0,0,0,0,seoul_site
171801,창일(민영),민영,노외,미연계,종로구,종로구 창신동 401-46,37.57052987,127.01628111,02-2238-6166,12,유료,2000,30,1500,30,12000,180000,0,2400,0,2400,0,2400,seoul_site
3245935,천일 (민영),민영,노외,미연계,종로구,종로구 숭인동 202-37,37.5732821,127.0217722,,10,유료,2000,30,1000,10,,,0,0,0,0,0,0,seoul_site
171815,천일(민영),민영,노외,미연계,종로구,종로구 숭인동 202-37,37.57327427,127.02175822,02-2236-0353,10,유료,2000,30,1000,10,30000,150000,800,2000,800,2000,0,0,seoul_site
1452720,청계1(북) 공영주차장(시),공영,노상,20분,종로구,종로구 관철동 13-14,37.56830045833333,126.98861318083334,010-8337-4293,12,유료,750,5,750,5,0,0,900,1900,900,1500,0,0,seoul_site
1452484,청계2(돈화문로) 공영주차장(시),공영,노상,미연계,종로구,종로구 관수동 91-4,37.569232293,126.99236500399999,010-8337-4293,10,유료,750,5,750,5,0,0,900,1900,900,1500,0,0,seoul_site
1452260,청계2(북1) 공영주차장(시),공영,노상,20분,종로구,종로구 관수동 91-4,37.56862408333333,126.993669,010-8337-4293,12,유료,750,5,750,5,0,0,900,1900,900,1500,0,0,seoul_site
1452304,청계2(북2) 공영주차장(시),공영,노상,20분,종로구,종로구 관수동 91-4,37.568867743333335,126.99664286888888,010-8337-4293,9,유료,750,5,750,5,0,0,900,1900,900,1500,0,0,seoul_site
1724351,청계3(북1) 공영주차장(시),공영,노상,20분,종로구,종로구 예지동 140-1,37.56943612789474,126.99990201000001,010-8337-4293,19,유료,750,5,750,5,0,0,900,1900,900,1500,0,0,seoul_site
1451554,청계3(창경궁로_북1) 공영주차장(시),공영,노상,20분,종로구,종로구 예지동 140-1,37.57037743833333,126.99746817166665,010-8337-4293,6,유료,750,5,750,5,0,0,900,1900,900,1500,0,0,seoul_site
1452704,청계5(동호로_북) 공영주차장(시),공영,노상,20분,종로구,종로구 종로5가 458-2,37.57016071,127.00213305,010-8337-4293,6,유료,750,5,750,5,0,0,900,100,900,1500,0,0,seoul_site
1452020,청계5(북1) 공영주차장(시),공영,노상,20분,종로구,종로구 종로5가 458-2,37.5698408504,127.0060116156,010-8337-4293,25,유료,750,5,750,5,0,0,900,1900,900,1500,0,0,seoul_site
1452441,청계6(북) 공영주차장(시),공영,노상,20분,종로구,종로구 종로6가 289-49,37.569982360714285,127.01275056428571,010-8337-4293,28,유료,450,5,450,5,0,0,900,100,900,1500,0,0,seoul_site
1451932,청계7가 공영주차장(시),공영,노상,20분,종로구,종로구 창신동 436-87,37.57131480358974,127.01943469692308,010-8337-4293,39,유료,450,5,450,5,0,0,900,1900,900,1500,0,0,seoul_site
3002155,청남문화원(민영),민영,노외,미연계,종로구,종로구 가회동 170-4,37.580333,126.984775,02-765-7174,20,유료,2000,30,500,10,0,0,0,0,0,0,0,0,seoul_site
887870,청민빌딩 주차장,민영,부설,미연계,종로구,종로구 동숭동 1-55,37.58277984,127.00265773,,26,유료,1500,30,1500,30,0,0,900,2400,900,2400,900,2400,seoul_site
3022312,초원교회,민영,부설,미연계,종로구,종로구 창신동 197-1,37.573396,127.013036,,13,무료,,,,,,,700,2100,700,2100,0,0,seoul_site
2969430,케이트윈타워,민영,부설,20분,종로구,종로구 중학동 19-0,37.574719,126.979023,02-1899-7275,402,유료,3000,30,1000,10,50000,,0,2400,0,2400,0,2400,seoul_site
3082686,크레센도빌딩 주차장,민영,부설,20분,종로구,종로구 신문로1가 57-0,37.570637,126.97301,02-1522-0741,417,유료,1500,10,1500,10,,253000,0,2400,0,2400,0,2400,seoul_site
2973407,타워8,민영,부설,2시간,종로구,종로구 청진동 128-0,37.570689,126.980639,070-5158-0086,202,유료,2000,15,2000,15,30000,253000,500,2400,500,2400,500,2400,seoul_site
1451751,탑골공원 관광버스전용 주차장(시),공영,노상,20분,종로구,종로구 종로2가 38-4,37.57130525,126.98776441000001,02)2290-6449,2,무료,0,0,0,0,0,0,0,0,0,0,0,0,seoul_site
3048469,토속촌(민영),민영,노외,미연계,종로구,종로구 체부동 88-2,37.577796,126.971445,02-737-7444,12,유료,1000,10,1000,10,50000,0,1000,2200,0,0,0,0,seoul_site
1145753,트윈트리타워 주차장,민영,부설,20분,종로구,종로구 중학동 14-0,37.57542635,126.9801813,02-1644-8830,266,유료,3000,30,1000,10,,,0,2400,0,2400,0,2400,seoul_site
3075777,파크팰리스 주차장,민영,부설,미연계,종로구,종로구 내수동 95-0,37.574198,126.970608,0,40,유료,3000,30,1000,10,,,0,2400,0,2400,0,2400,seoul_site
1584680,평창동 460-3(구),공영,노상,미연계,종로구,종로구 평창동 460-3,37.610614492222226,126.97494767333335,02-2236-0052,9,유료,150,5,150,5,0,0,1000,2200,1000,2200,1000,2200,seoul_site
1584688,평창동(구),공영,노상,미연계,종로구,종로구 평창동 114-3,37.611442111,126.97726553,02-2236-0052,10,유료,150,5,150,5,0,0,1000,2000,1000,2000,1000,2000,seoul_site
3082179,포시즌스호텔 주차장,민영,부설,미연계,종로구,종로구 당주동 30-0,37.57073,126.975441,0,207,유료,2000,10,,,,,0,0,0,0,0,0,seoul_site
3068451,푸른기린(민영),민영,노외,미연계,종로구,종로구 화동 56-0,37.581743,126.981513,02-725-1481,25,유료,2000,30,2000,30,40000,200000,900,2300,900,2300,900,2300,seoul_site
